1609200000,34.76
1609286400,35.25
1609372800,35.66
1609718400,35.43
1609804800,35.81
1609891200,36.97
1609977600,37.21
1610064000,37.37
1610323200,37.48
1610409600,38.37
1610496000,39.56
1610582400,40.88
1610668800,40.88
1611014400,41.28
1611100800,41.35
1611187200,39.94
1611273600,40.61
1611532800,39.36
1611619200,38.68
1611705600,36.45
1611792000,38.56
1611878400,37.84
1612137600,38.6
1612224000,39.75
1612310400,40.62
1612396800,41.91
1612483200,41.64
1612742400,41.77
1612828800,40.91
1612915200,41.28
1613001600,41.06
1613088000,42.01
1613433600,42.59
1613520000,41.74
1613606400,41.34
1613692800,42.8
1613952000,42.63
1614038400,42.29
1614124800,42.69
1614211200,40.98
1614297600,41.5
1614556800,42.91
1614643200,43.49
1614729600,43.19
1614816000,43.08
1614902400,43.98
1615161600,43.85
1615248000,44.29
1615334400,45.47
1615420800,45.64
1615507200,45.59
1615766400,46.62
1615852800,46.06
1615939200,46.77
1616025600,45.32
1616112000,45.21
1616371200,44.9
1616457600,43.63
1616544000,43.47
1616630400,45.47
1616716800,45.82
1616976000,44.76
1617062400,46.0
1617148800,45.21
1617235200,46.73
1617580800,46.92
1617667200,46.78
1617753600,47.02
1617840000,47.07
1617926400,47.15
1618185600,48.05
1618272000,46.96
1618358400,47.75
1618444800,47.64
1618531200,47.71
1618790400,48.09
1618876800,46.79
1618963200,48.43
1619049600,47.75
1619136000,48.9
1619395200,49.57
1619481600,50.22
1619568000,50.59
1619654400,51.69
1619740800,51.45
1620000000,51.39
1620086400,51.37
1620172800,52.61
1620259200,52.93
1620345600,54.1
1620604800,53.67
1620691200,52.45
1620777600,51.22
1620864000,52.75
1620950400,54.0
1621209600,54.18
1621296000,53.71
1621382400,53.36
1621468800,52.72
1621555200,53.13
1621814400,53.51
1621900800,53.08
1621987200,53.45
1622073600,54.77
1622160000,54.71
1622505600,56.15
1622592000,55.66
1622678400,55.14
1622764800,55.29
1623024000,55.03
1623110400,55.26
1623196800,54.69
1623283200,53.97
1623369600,54.79
1623628800,53.41
1623715200,53.83
1623801600,52.95
1623888000,50.29
1623974400,49.51
1624233600,50.23
1624320000,49.35
1624406400,50.19
1624492800,50.76
1624579200,50.75
1624838400,50.22
1624924800,49.48
1625011200,49.84
1625097600,50.37
1625184000,50.55
1625529600,49.6
1625616000,50.05
1625702400,48.94
1625788800,51.28
1626048000,51.86
1626134400,51.41
1626220800,51.13
1626307200,51.02
1626393600,50.09
1626652800,47.98
1626739200,50.9
1626825600,52.52
1626912000,52.11
1626998400,51.79
1627257600,51.92
1627344000,51.35
1627430400,51.06
1627516800,52.19
1627603200,51.36
1627862400,51.12
1627948800,50.97
1628035200,50.38
1628121600,51.15
1628208000,52.07
1628467200,51.79
1628553600,53.66
1628640000,54.21
1628726400,54.29
1628812800,54.49
1629072000,53.74
1629158400,52.39
1629244800,52.31
1629331200,51.21
1629417600,51.26
1629676800,51.55
1629763200,52.16
1629849600,53.56
1629936000,52.25
1630022400,53.54
1630281600,51.9
1630368000,52.9
1630454400,52.49
1630540800,51.89
1630627200,51.06
1630972800,50.17
1631059200,49.84
1631145600,50.74
1631232000,51.03
1631491200,52.83
1631577600,51.74
1631664000,52.47
1631750400,52.56
1631836800,52.47
1632096000,51.35
1632182400,51.54
1632268800,52.18
1632355200,53.05
1632441600,52.37
1632700800,53.62
1632787200,52.02
1632873600,51.62
1632960000,51.05
1633046400,51.92
1633305600,53.16
1633392000,53.6
1633478400,53.69
1633564800,52.96
1633651200,53.0
1633910400,52.44
1633996800,52.92
1634083200,52.42
1634169600,53.22
1634256000,54.9
1634515200,54.86
1634601600,54.66
1634688000,55.81
1634774400,52.97
1634860800,50.7
1635120000,51.36
1635206400,50.36
1635292800,47.3
1635379200,47.93
1635465600,47.74
1635724800,49.23
1635811200,49.1
1635897600,50.06
1635984000,49.16
1636070400,49.45
1636329600,49.32
1636416000,49.08
1636502400,49.46
1636588800,50.49
1636675200,50.58
1636934400,49.93
1637020800,48.72
1637107200,48.0
1637193600,48.51
1637280000,47.93
1637539200,49.01
1637625600,50.05
1637712000,49.93
1637884800,48.38
1638144000,47.71
1638230400,45.83
1638316800,44.97
1638403200,47.23
1638489600,46.31
1638748800,47.03
1638835200,48.34
1638921600,48.44
1639008000,48.31
1639094400,48.63
1639353600,47.18
1639440000,48.08
1639526400,47.84
1639612800,47.36
1639699200,46.24
1639958400,45.03
1640044800,46.46
1640131200,47.24
1640217600,47.58
1640563200,47.63
1640649600,47.9
1640736000,47.95
